id,order,x,y,z
3099,0,-2670312.568478884,-4469717.048946956,3671574.467132192
3099,1,-2670313.378031573,-4469716.097922492,3671575.170464429
3099,2,-2670313.6606546845,-4469716.76776074,3671574.0353065617
3100,0,-2670313.378031573,-4469716.097922492,3671575.170464429
3100,1,-2670314.398522358,-4469715.909892086,3671574.729608183
3100,2,-2670313.6606546845,-4469716.76776074,3671574.0353065617
3101,0,-2670331.060830507,-4469715.321963713,3671563.850586412
3101,1,-2670332.401486785,-4469714.849481897,3671563.315067709
3101,2,-2670331.4803106817,-4469715.633105523,3671563.033030341
3102,0,-2670332.401486785,-4469714.849481897,3671563.315067709
3102,1,-2670332.006566819,-4469715.602127067,3671562.7766276537
3102,2,-2670331.4803106817,-4469715.633105523,3671563.033030341
3103,0,-2670332.006566819,-4469715.602127067,3671562.7766276537
3103,1,-2670331.2859697845,-4469716.015071549,3671562.780645296
3103,2,-2670331.4803106817,-4469715.633105523,3671563.033030341
3104,0,-2670327.4023328633,-4469694.927146647,3671593.765615047
3104,1,-2670329.5906610284,-4469698.369832913,3671595.3633737587
3104,2,-2670328.29503615,-4469697.135409606,3671595.218226492
3105,0,-2670328.7535501877,-4469698.06558535,3671596.146104187
3105,1,-2670327.4023328633,-4469694.927146647,3671593.765615047
3105,2,-2670328.29503615,-4469697.135409606,3671595.218226492
3106,0,-2670327.4411486313,-4469696.362108949,3671594.230836686
3106,1,-2670328.7535501877,-4469698.06558535,3671596.146104187
3106,2,-2670328.29503615,-4469697.135409606,3671595.218226492
3107,0,-2670326.5483200653,-4469695.03421289,3671592.8366140286
3107,1,-2670327.4411486313,-4469696.362108949,3671594.230836686
3107,2,-2670328.29503615,-4469697.135409606,3671595.218226492
3108,0,-2670329.5906610284,-4469698.369832913,3671595.3633737587
3108,1,-2670326.5483200653,-4469695.03421289,3671592.8366140286
3108,2,-2670328.29503615,-4469697.135409606,3671595.218226492
3109,0,-2670323.658812952,-4469714.759182455,3671569.568445703
3109,1,-2670324.742875481,-4469714.411010391,3671569.2407586705
3109,2,-2670323.687578477,-4469715.081542033,3671569.244214466
3110,0,-2670324.742875481,-4469714.411010391,3671569.2407586705
3110,1,-2670323.778188945,-4469715.415084067,3671568.533540283
3110,2,-2670323.687578477,-4469715.081542033,3671569.244214466
3111,0,-2670323.778188945,-4469715.415084067,3671568.533540283
3111,1,-2670322.798862176,-4469715.798319613,3671568.812251672
3111,2,-2670323.687578477,-4469715.081542033,3671569.244214466
3112,0,-2670344.7179940403,-4469690.144290476,3671583.2893979894
3112,1,-2670344.561115562,-4469690.473277644,3671583.0567399953
3112,2,-2670344.20497205,-4469690.436450472,3671583.2895008484
3113,0,-2670326.8582077874,-4469716.201373803,3671565.5818373915
3113,1,-2670326.8069563876,-4469716.482186881,3671565.054703215
3113,2,-2670326.2180645955,-4469716.462942667,3671565.7107793377
3114,0,-2670325.135378377,-4469716.805389263,3671565.8025388685
3114,1,-2670325.901952604,-4469715.936671525,3671566.4892177787
3114,2,-2670326.2180645955,-4469716.462942667,3671565.7107793377
3115,0,-2670325.901952604,-4469715.936671525,3671566.4892177787
3115,1,-2670326.546718722,-4469715.8078757115,3671566.109997394
3115,2,-2670326.2180645955,-4469716.462942667,3671565.7107793377
3116,0,-2670326.546718722,-4469715.8078757115,3671566.109997394
3116,1,-2670326.8582077874,-4469716.201373803,3671565.5818373915
3116,2,-2670326.2180645955,-4469716.462942667,3671565.7107793377
3117,0,-2670351.951198379,-4469706.3898216495,3671559.73062828
3117,1,-2670351.102710206,-4469705.656353611,3671560.2286920645
3117,2,-2670352.242718812,-4469705.477257886,3671559.9497943628
3118,0,-2670351.102710206,-4469705.656353611,3671560.2286920645
3118,1,-2670351.5701502203,-4469704.712801051,3671560.6691819085
3118,2,-2670352.242718812,-4469705.477257886,3671559.9497943628
3119,0,-2670351.5701502203,-4469704.712801051,3671560.6691819085
3119,1,-2670352.4222743623,-4469705.121414436,3671559.9912398197
3119,2,-2670352.242718812,-4469705.477257886,3671559.9497943628
3120,0,-2670352.8218279947,-4469705.943710061,3671559.43372599
3120,1,-2670351.951198379,-4469706.3898216495,3671559.73062828
3120,2,-2670352.242718812,-4469705.477257886,3671559.9497943628
3121,0,-2670352.4222743623,-4469705.121414436,3671559.9912398197
3121,1,-2670352.8218279947,-4469705.943710061,3671559.43372599
3121,2,-2670352.242718812,-4469705.477257886,3671559.9497943628
3122,0,-2670347.746766383,-4469684.655668642,3671585.336937746
3122,1,-2670348.3320721993,-4469684.695586328,3671584.9003091417
3122,2,-2670347.500982121,-4469685.30708533,3671584.795889154
3123,0,-2670348.3320721993,-4469684.695586328,3671584.9003091417
3123,1,-2670347.737535782,-4469685.33654691,3671584.4511386324
3123,2,-2670347.500982121,-4469685.30708533,3671584.795889154
3124,0,-2670347.737535782,-4469685.33654691,3671584.4511386324
3124,1,-2670347.645828598,-4469685.96494686,3671583.7229434648
3124,2,-2670347.500982121,-4469685.30708533,3671584.795889154
3125,0,-2670347.645828598,-4469685.96494686,3671583.7229434648
3125,1,-2670346.265076215,-4469685.877410896,3671584.8782762373
3125,2,-2670347.500982121,-4469685.30708533,3671584.795889154
3126,0,-2670347.7293815776,-4469685.665498933,3671586.6678280374
3126,1,-2670347.746766383,-4469684.655668642,3671585.336937746
3126,2,-2670347.500982121,-4469685.30708533,3671584.795889154
3127,0,-2670347.1138816364,-4469687.150253016,3671586.198128283
3127,1,-2670347.7293815776,-4469685.665498933,3671586.6678280374
3127,2,-2670347.500982121,-4469685.30708533,3671584.795889154
3128,0,-2670346.265076215,-4469685.877410896,3671584.8782762373
3128,1,-2670347.1138816364,-4469687.150253016,3671586.198128283
3128,2,-2670347.500982121,-4469685.30708533,3671584.795889154
3129,0,-2670313.5678617577,-4469719.225652395,3671570.9745824253
3129,1,-2670314.205351584,-4469719.418209236,3671570.281116985
3129,2,-2670312.595855979,-4469719.636830778,3671571.162383478
3130,0,-2670314.205351584,-4469719.418209236,3671570.281116985
3130,1,-2670314.8224487463,-4469719.453710057,3671569.8786889235
3130,2,-2670312.595855979,-4469719.636830778,3671571.162383478
3131,0,-2670314.8224487463,-4469719.453710057,3671569.8786889235
3131,1,-2670321.0935875354,-4469719.318297755,3671565.7358903945
3131,2,-2670312.595855979,-4469719.636830778,3671571.162383478
3132,0,-2670312.161415342,-4469719.1569661405,3671572.2293303735
3132,1,-2670313.5524643366,-4469718.366208315,3671572.2841531183
3132,2,-2670312.595855979,-4469719.636830778,3671571.162383478
3133,0,-2670313.5524643366,-4469718.366208315,3671572.2841531183
3133,1,-2670313.5678617577,-4469719.225652395,3671570.9745824253
3133,2,-2670312.595855979,-4469719.636830778,3671571.162383478
3134,0,-2670337.5295407837,-4469694.278016331,3671583.743671124
3134,1,-2670338.536484466,-4469694.034663806,3671583.448597856
3134,2,-2670340.0775803644,-4469698.842622871,3671587.0935221
3135,0,-2670338.536484466,-4469694.034663806,3671583.448597856
3135,1,-2670340.258619564,-4469699.0846958235,3671586.6699813427
3135,2,-2670340.0775803644,-4469698.842622871,3671587.0935221
3136,0,-2670340.258619564,-4469699.0846958235,3671586.6699813427
3136,1,-2670339.5334467604,-4469699.1492126575,3671587.323234141
3136,2,-2670340.0775803644,-4469698.842622871,3671587.0935221
3137,0,-2670339.791735522,-4469698.567060009,3671587.616012055
3137,1,-2670337.5295407837,-4469694.278016331,3671583.743671124
3137,2,-2670340.0775803644,-4469698.842622871,3671587.0935221
3138,0,-2670339.5334467604,-4469699.1492126575,3671587.323234141
3138,1,-2670339.791735522,-4469698.567060009,3671587.616012055
3138,2,-2670340.0775803644,-4469698.842622871,3671587.0935221
3139,0,-2670340.413550735,-4469714.53953215,3671558.920076655
3139,1,-2670341.2483252143,-4469714.359698308,3671558.6207629438
3139,2,-2670340.5633417065,-4469715.6039617155,3671558.336594839
3140,0,-2670341.2483252143,-4469714.359698308,3671558.6207629438
3140,1,-2670341.283475575,-4469715.327585511,3671557.8740749015
3140,2,-2670340.5633417065,-4469715.6039617155,3671558.336594839
3141,0,-2670340.2823464065,-4469716.245144633,3671558.05793593
3141,1,-2670339.8093281044,-4469715.5939498525,3671558.738030988
3141,2,-2670340.5633417065,-4469715.6039617155,3671558.336594839
3142,0,-2670339.8093281044,-4469715.5939498525,3671558.738030988
3142,1,-2670340.413550735,-4469714.53953215,3671558.920076655
3142,2,-2670340.5633417065,-4469715.6039617155,3671558.336594839
3143,0,-2670343.684696146,-4469691.750131638,3671582.2150246995
3143,1,-2670343.4305317877,-4469690.955035316,3671583.3601584495
3143,2,-2670343.8192457063,-4469691.440132929,3671582.389027873
3144,0,-2670344.8333335104,-4469691.1087434245,3671581.970670686
3144,1,-2670343.684696146,-4469691.750131638,3671582.2150246995
3144,2,-2670343.8192457063,-4469691.440132929,3671582.389027873
3145,0,-2670344.561115562,-4469690.473277644,3671583.0567399953
3145,1,-2670344.8333335104,-4469691.1087434245,3671581.970670686
3145,2,-2670343.8192457063,-4469691.440132929,3671582.389027873
3146,0,-2670343.4305317877,-4469690.955035316,3671583.3601584495
3146,1,-2670344.20497205,-4469690.436450472,3671583.2895008484
3146,2,-2670343.8192457063,-4469691.440132929,3671582.389027873
3147,0,-2670344.20497205,-4469690.436450472,3671583.2895008484
3147,1,-2670344.561115562,-4469690.473277644,3671583.0567399953
3147,2,-2670343.8192457063,-4469691.440132929,3671582.389027873
3148,0,-2670309.0933110397,-4469719.3683423875,3671574.1732516233
3148,1,-2670309.767430478,-4469719.438278083,3671573.739809211
3148,2,-2670309.4643806578,-4469719.773458504,3671573.380689534
3149,0,-2670365.0624954836,-4469683.431564342,3671576.1715638586
3149,1,-2670364.4609149294,-4469683.075773186,3671577.088310366
3149,2,-2670365.29752112,-4469682.434945574,3671577.1896560933
3150,0,-2670364.4609149294,-4469683.075773186,3671577.088310366
3150,1,-2670364.1358797746,-4469683.113042416,3671577.450849922
3150,2,-2670365.29752112,-4469682.434945574,3671577.1896560933
3151,0,-2670364.1358797746,-4469683.113042416,3671577.450849922
3151,1,-2670362.7500694706,-4469682.599569799,3671579.2458474077
3151,2,-2670365.29752112,-4469682.434945574,3671577.1896560933
3152,0,-2670365.278663576,-4469684.0202244595,3671575.2689692657
3152,1,-2670365.0624954836,-4469683.431564342,3671576.1715638586
3152,2,-2670365.29752112,-4469682.434945574,3671577.1896560933
3153,0,-2670339.517955427,-4469710.857057972,3671563.7266681627
3153,1,-2670340.2416720027,-4469710.648535294,3671563.404087822
3153,2,-2670339.9894937915,-4469711.307897196,3671562.8407672993
3154,0,-2670340.1124229534,-4469712.063826556,3671561.7687082216
3154,1,-2670339.132949114,-4469712.298908413,3671562.192140272
3154,2,-2670339.9894937915,-4469711.307897196,3671562.8407672993
3155,0,-2670348.73341839,-4469701.424489523,3671577.9244324923
3155,1,-2670349.344385097,-4469701.080169128,3671577.8820859953
3155,2,-2670349.0198018965,-4469701.792076008,3671577.272993331
3156,0,-2670348.2887297254,-4469702.172221939,3671577.3760735993
3156,1,-2670348.73341839,-4469701.424489523,3671577.9244324923
3156,2,-2670349.0198018965,-4469701.792076008,3671577.272993331
3157,0,-2670349.344385097,-4469701.080169128,3671577.8820859953
3157,1,-2670349.9339620825,-4469700.94203343,3671577.623135165
3157,2,-2670349.0198018965,-4469701.792076008,3671577.272993331
3158,0,-2670347.4879804086,-4469704.3140644105,3671575.3127373597
3158,1,-2670347.1217968985,-4469704.061176243,3671576.4186739516
3158,2,-2670348.569122843,-4469704.012661962,3671575.3797581964
3159,0,-2670348.072847841,-4469704.625768151,3671574.461381117
3159,1,-2670347.4879804086,-4469704.3140644105,3671575.3127373597
3159,2,-2670348.569122843,-4469704.012661962,3671575.3797581964
3160,0,-2670348.773152395,-4469704.419575689,3671574.204724501
3160,1,-2670348.072847841,-4469704.625768151,3671574.461381117
3160,2,-2670348.569122843,-4469704.012661962,3671575.3797581964
3161,0,-2670349.071262791,-4469703.838785646,3671574.8816949874
3161,1,-2670348.773152395,-4469704.419575689,3671574.204724501
3161,2,-2670348.569122843,-4469704.012661962,3671575.3797581964
3162,0,-2670341.1435881075,-4469688.483249708,3671587.5524700615
3162,1,-2670341.333037338,-4469689.088620297,3671586.735353953
3162,2,-2670341.041428938,-4469689.214064285,3671586.9671110003
3163,0,-2670339.954780137,-4469690.182184001,3671586.546986672
3163,1,-2670339.7496262067,-4469689.718348492,3671587.2215711745
3163,2,-2670341.041428938,-4469689.214064285,3671586.9671110003
3164,0,-2670341.0216387836,-4469689.8798028575,3671586.1417999975
3164,1,-2670339.954780137,-4469690.182184001,3671586.546986672
3164,2,-2670341.041428938,-4469689.214064285,3671586.9671110003
3165,0,-2670341.333037338,-4469689.088620297,3671586.735353953
3165,1,-2670341.0216387836,-4469689.8798028575,3671586.1417999975
3165,2,-2670341.041428938,-4469689.214064285,3671586.9671110003
3166,0,-2670358.3934726613,-4469689.032495002,3671574.683622787
3166,1,-2670358.90594318,-4469689.548044574,3671573.7417231216
3166,2,-2670357.8972609006,-4469689.899946312,3671573.9413441983
3167,0,-2670358.90594318,-4469689.548044574,3671573.7417231216
3167,1,-2670359.2531517358,-4469690.075973967,3671572.6451296993
3167,2,-2670357.8972609006,-4469689.899946312,3671573.9413441983
3168,0,-2670357.4710916216,-4469689.300439257,3671575.026067722
3168,1,-2670358.3934726613,-4469689.032495002,3671574.683622787
3168,2,-2670357.8972609006,-4469689.899946312,3671573.9413441983
3169,0,-2670358.7877505044,-4469690.72120821,3671572.3220655713
3169,1,-2670357.4418606297,-4469690.651774789,3671573.464876428
3169,2,-2670357.8972609006,-4469689.899946312,3671573.9413441983
3170,0,-2670359.2531517358,-4469690.075973967,3671572.6451296993
3170,1,-2670358.7877505044,-4469690.72120821,3671572.3220655713
3170,2,-2670357.8972609006,-4469689.899946312,3671573.9413441983
3171,0,-2670335.1325990506,-4469704.480755246,3671583.952059381
3171,1,-2670334.7099179015,-4469705.264056905,3671583.3966111355
3171,2,-2670334.556394524,-4469704.876923429,3671583.8547613784
3172,0,-2670333.635012484,-4469704.614231492,3671584.8381628217
3172,1,-2670334.5754088797,-4469704.156057633,3671584.781851198
3172,2,-2670334.556394524,-4469704.876923429,3671583.8547613784
3173,0,-2670334.5754088797,-4469704.156057633,3671584.781851198
3173,1,-2670335.1325990506,-4469704.480755246,3671583.952059381
3173,2,-2670334.556394524,-4469704.876923429,3671583.8547613784
3174,0,-2670333.420439838,-4469705.53616281,3671584.016532765
3174,1,-2670333.635012484,-4469704.614231492,3671584.8381628217
3174,2,-2670334.556394524,-4469704.876923429,3671583.8547613784
3175,0,-2670333.653485691,-4469705.814893224,3671583.303780156
3175,1,-2670333.420439838,-4469705.53616281,3671584.016532765
3175,2,-2670334.556394524,-4469704.876923429,3671583.8547613784
3176,0,-2670334.7099179015,-4469705.264056905,3671583.3966111355
3176,1,-2670333.653485691,-4469705.814893224,3671583.303780156
3176,2,-2670334.556394524,-4469704.876923429,3671583.8547613784
3177,0,-2670320.4016576735,-4469693.851632099,3671596.634798051
3177,1,-2670320.900120729,-4469692.999835616,3671597.1664913106
3177,2,-2670322.348333563,-4469693.859584712,3671596.963457819
3178,0,-2670320.900120729,-4469692.999835616,3671597.1664913106
3178,1,-2670321.3909913907,-4469692.842645993,3671597.1401090003
3178,2,-2670322.348333563,-4469693.859584712,3671596.963457819
3179,0,-2670339.5334467604,-4469699.1492126575,3671587.323234141
3179,1,-2670338.816016213,-4469700.115880571,3671586.603536813
3179,2,-2670338.3707492687,-4469699.689946391,3671587.526708467
3180,0,-2670338.7125760755,-4469698.962847978,3671587.9862325713
3180,1,-2670339.5334467604,-4469699.1492126575,3671587.323234141
3180,2,-2670338.3707492687,-4469699.689946391,3671587.526708467
3181,0,-2670338.2085230495,-4469698.961897292,3671588.4897836647
3181,1,-2670338.7125760755,-4469698.962847978,3671587.9862325713
3181,2,-2670338.3707492687,-4469699.689946391,3671587.526708467
3182,0,-2670337.2431405005,-4469700.060579094,3671587.7896002117
3182,1,-2670338.2085230495,-4469698.961897292,3671588.4897836647
3182,2,-2670338.3707492687,-4469699.689946391,3671587.526708467
3183,0,-2670338.816016213,-4469700.115880571,3671586.603536813
3183,1,-2670337.2431405005,-4469700.060579094,3671587.7896002117
3183,2,-2670338.3707492687,-4469699.689946391,3671587.526708467
3184,0,-2670348.8564853203,-4469685.40083387,3671586.173500152
3184,1,-2670347.746766383,-4469684.655668642,3671585.336937746
3184,2,-2670349.067631149,-4469685.6923418315,3671586.8949816115
3185,0,-2670347.746766383,-4469684.655668642,3671585.336937746
3185,1,-2670348.167359837,-4469685.79471338,3671587.4907721207
3185,2,-2670349.067631149,-4469685.6923418315,3671586.8949816115
3186,0,-2670348.167359837,-4469685.79471338,3671587.4907721207
3186,1,-2670348.8815579815,-4469684.654139397,3671586.6091791657
3186,2,-2670349.067631149,-4469685.6923418315,3671586.8949816115
3187,0,-2670349.543372529,-4469684.498784206,3671586.318856756
3187,1,-2670348.8564853203,-4469685.40083387,3671586.173500152
3187,2,-2670349.067631149,-4469685.6923418315,3671586.8949816115
3188,0,-2670348.8815579815,-4469684.654139397,3671586.6091791657
3188,1,-2670349.543372529,-4469684.498784206,3671586.318856756
3188,2,-2670349.067631149,-4469685.6923418315,3671586.8949816115
3189,0,-2670334.1424893504,-4469686.404783795,3671595.245385746
3189,1,-2670333.9606823237,-4469685.772798527,3671596.037335521
3189,2,-2670334.707784636,-4469685.515255679,3671595.9644438205
3190,0,-2670360.3037143406,-4469689.641194768,3671572.4981939774
3190,1,-2670361.3790240115,-4469689.16775772,3671572.2764720325
3190,2,-2670360.429496978,-4469690.273062344,3671571.5741048204
3191,0,-2670361.3790240115,-4469689.16775772,3671572.2764720325
3191,1,-2670361.6461024513,-4469689.22755302,3671571.9248083606
3191,2,-2670360.429496978,-4469690.273062344,3671571.5741048204
3192,0,-2670360.5148178595,-4469690.933818695,3671570.627040831
3192,1,-2670359.9951459477,-4469691.056743432,3671571.026633729
3192,2,-2670360.429496978,-4469690.273062344,3671571.5741048204
3193,0,-2670359.9951459477,-4469691.056743432,3671571.026633729
3193,1,-2670359.7882027957,-4469690.519550439,3671571.877602163
3193,2,-2670360.429496978,-4469690.273062344,3671571.5741048204
3194,0,-2670361.3890584605,-4469690.523383421,3671570.6471694415
3194,1,-2670360.5148178595,-4469690.933818695,3671570.627040831
3194,2,-2670360.429496978,-4469690.273062344,3671571.5741048204
3195,0,-2670359.7882027957,-4469690.519550439,3671571.877602163
3195,1,-2670360.3037143406,-4469689.641194768,3671572.4981939774
3195,2,-2670360.429496978,-4469690.273062344,3671571.5741048204
3196,0,-2670335.956499162,-4469705.621548843,3671581.9944982906
3196,1,-2670335.859575928,-4469704.959596506,3671582.899564522
3196,2,-2670336.2511511897,-4469705.47193312,3671582.031629453
3197,0,-2670335.859575928,-4469704.959596506,3671582.899564522
3197,1,-2670336.559560012,-4469704.807963359,3671582.5771650174
3197,2,-2670336.2511511897,-4469705.47193312,3671582.031629453
3198,0,-2670336.559560012,-4469704.807963359,3671582.5771650174
3198,1,-2670336.933714433,-4469705.21951049,3671581.826424135
3198,2,-2670336.2511511897,-4469705.47193312,3671582.031629453
3199,0,-2670336.223219074,-4469706.1028618,3671581.13336382
3199,1,-2670335.956499162,-4469705.621548843,3671581.9944982906
3199,2,-2670336.2511511897,-4469705.47193312,3671582.031629453
3200,0,-2670336.933714433,-4469705.21951049,3671581.826424135
3200,1,-2670336.223219074,-4469706.1028618,3671581.13336382
3200,2,-2670336.2511511897,-4469705.47193312,3671582.031629453
3201,0,-2670314.979900304,-4469695.432394326,3671598.6924458737
3201,1,-2670314.3132780814,-4469696.071336797,3671598.263243687
3201,2,-2670313.83291173,-4469695.664197599,3671599.1717656814
3202,0,-2670313.538952327,-4469696.372689463,3671598.682880493
3202,1,-2670313.795804262,-4469695.463052094,3671599.5281929746
3202,2,-2670313.83291173,-4469695.664197599,3671599.1717656814
3203,0,-2670314.3132780814,-4469696.071336797,3671598.263243687
3203,1,-2670313.538952327,-4469696.372689463,3671598.682880493
3203,2,-2670313.83291173,-4469695.664197599,3671599.1717656814
3204,0,-2670313.795804262,-4469695.463052094,3671599.5281929746
3204,1,-2670314.897605359,-4469694.842417394,3671599.3271448435
3204,2,-2670313.83291173,-4469695.664197599,3671599.1717656814
3205,0,-2670314.897605359,-4469694.842417394,3671599.3271448435
3205,1,-2670314.979900304,-4469695.432394326,3671598.6924458737
3205,2,-2670313.83291173,-4469695.664197599,3671599.1717656814
3206,0,-2670349.183739492,-4469692.026667528,3671577.700017182
3206,1,-2670348.987578645,-4469692.932403717,3671576.6428138437
3206,2,-2670348.564725842,-4469692.469821231,3671577.663212919
3207,0,-2670348.987578645,-4469692.932403717,3671576.6428138437
3207,1,-2670347.7652848954,-4469693.158913994,3671577.200234732
3207,2,-2670348.564725842,-4469692.469821231,3671577.663212919
3208,0,-2670349.064774867,-4469691.528712779,3671578.301761682
3208,1,-2670349.183739492,-4469692.026667528,3671577.700017182
3208,2,-2670348.564725842,-4469692.469821231,3671577.663212919
3209,0,-2670347.2596221934,-4469692.149547201,3671579.0280576698
3209,1,-2670349.064774867,-4469691.528712779,3671578.301761682
3209,2,-2670348.564725842,-4469692.469821231,3671577.663212919
3210,0,-2670347.507636448,-4469692.748303004,3671578.021142872
3210,1,-2670347.2596221934,-4469692.149547201,3671579.0280576698
3210,2,-2670348.564725842,-4469692.469821231,3671577.663212919
3211,0,-2670347.7652848954,-4469693.158913994,3671577.200234732
3211,1,-2670347.507636448,-4469692.748303004,3671578.021142872
3211,2,-2670348.564725842,-4469692.469821231,3671577.663212919
3212,0,-2670363.829589582,-4469685.077023527,3671575.1416880023
3212,1,-2670362.4473301065,-4469686.279571497,3671574.9799088994
3212,2,-2670362.8748886026,-4469685.408666161,3671575.5341112707
3213,0,-2670362.9690096057,-4469684.927988817,3671575.9955489174
3213,1,-2670363.829589582,-4469685.077023527,3671575.1416880023
3213,2,-2670362.8748886026,-4469685.408666161,3671575.5341112707
3214,0,-2670362.552659517,-4469684.972573441,3671576.44977247
3214,1,-2670362.9690096057,-4469684.927988817,3671575.9955489174
3214,2,-2670362.8748886026,-4469685.408666161,3671575.5341112707
3215,0,-2670357.755564364,-4469682.966454018,3671582.4627721566
3215,1,-2670362.7500694706,-4469682.599569799,3671579.2458474077
3215,2,-2670360.227692674,-4469682.901146912,3671580.7555201813
3216,0,-2670359.470144432,-4469683.093715072,3671581.104567311
3216,1,-2670357.755564364,-4469682.966454018,3671582.4627721566
3216,2,-2670360.227692674,-4469682.901146912,3671580.7555201813
3217,0,-2670362.7500694706,-4469682.599569799,3671579.2458474077
3217,1,-2670361.5914926883,-4469682.981489121,3671579.6384044844
3217,2,-2670360.227692674,-4469682.901146912,3671580.7555201813
3218,0,-2670360.0192162218,-4469683.518818366,3671580.2455980917
3218,1,-2670359.470144432,-4469683.093715072,3671581.104567311
3218,2,-2670360.227692674,-4469682.901146912,3671580.7555201813
3219,0,-2670335.7065784116,-4469692.266024601,3671587.11382202
3219,1,-2670336.204141104,-4469692.794759936,3671586.1494791238
3219,2,-2670338.112860291,-4469697.460407965,3671589.9254543833
3220,0,-2670337.340531948,-4469695.863503833,3671587.7674948517
3220,1,-2670336.875495729,-4469696.248183324,3671588.7612216435
3220,2,-2670338.112860291,-4469697.460407965,3671589.9254543833
3221,0,-2670338.792245683,-4469697.553999893,3671589.3732201937
3221,1,-2670337.340531948,-4469695.863503833,3671587.7674948517
3221,2,-2670338.112860291,-4469697.460407965,3671589.9254543833
3222,0,-2670336.204141104,-4469692.794759936,3671586.1494791238
3222,1,-2670338.792245683,-4469697.553999893,3671589.3732201937
3222,2,-2670338.112860291,-4469697.460407965,3671589.9254543833
3223,0,-2670326.1827393896,-4469707.429508421,3671577.05762254
3223,1,-2670327.112904843,-4469707.131806789,3671576.5900681284
3223,2,-2670327.0039073373,-4469707.83332068,3671576.597892312
3224,0,-2670327.112904843,-4469707.131806789,3671576.5900681284
3224,1,-2670327.410647612,-4469707.704876304,3671575.8201395045
3224,2,-2670327.0039073373,-4469707.83332068,3671576.597892312
3225,0,-2670327.410647612,-4469707.704876304,3671575.8201395045
3225,1,-2670326.882715532,-4469708.010218095,3671575.797795713
3225,2,-2670327.0039073373,-4469707.83332068,3671576.597892312
3226,0,-2670325.6625741413,-4469708.2072627535,3671576.5102138603
3226,1,-2670326.1827393896,-4469707.429508421,3671577.05762254
3226,2,-2670327.0039073373,-4469707.83332068,3671576.597892312
3227,0,-2670326.882715532,-4469708.010218095,3671575.797795713
3227,1,-2670325.6625741413,-4469708.2072627535,3671576.5102138603
3227,2,-2670327.0039073373,-4469707.83332068,3671576.597892312
3228,0,-2670330.776089919,-4469705.315683562,3671586.124694448
3228,1,-2670329.8002931545,-4469705.663732777,3671586.3224787605
3228,2,-2670329.453090664,-4469705.365970696,3671586.8815958034
3229,0,-2670331.143311383,-4469704.7595072435,3671586.4628325338
3229,1,-2670330.776089919,-4469705.315683562,3671586.124694448
3229,2,-2670329.453090664,-4469705.365970696,3671586.8815958034
3230,0,-2670329.8002931545,-4469705.663732777,3671586.3224787605
3230,1,-2670325.901436898,-4469701.579194503,3671583.0917005693
3230,2,-2670329.453090664,-4469705.365970696,3671586.8815958034
3231,0,-2670360.643297897,-4469685.666460388,3671577.007552599
3231,1,-2670360.0684855194,-4469686.526904679,3671576.451469966
3231,2,-2670359.224666894,-4469686.206302185,3671577.63889523
3232,0,-2670360.0963762784,-4469685.37928646,3671577.8882050477
3232,1,-2670360.643297897,-4469685.666460388,3671577.007552599
3232,2,-2670359.224666894,-4469686.206302185,3671577.63889523
3233,0,-2670359.027146459,-4469685.56455017,3671578.3330860967
3233,1,-2670360.0963762784,-4469685.37928646,3671577.8882050477
3233,2,-2670359.224666894,-4469686.206302185,3671577.63889523
3234,0,-2670358.808426824,-4469686.2799151195,3671577.8160789018
3234,1,-2670359.027146459,-4469685.56455017,3671578.3330860967
3234,2,-2670359.224666894,-4469686.206302185,3671577.63889523
3235,0,-2670348.654597597,-4469690.932679119,3671579.284350635
3235,1,-2670349.079249652,-4469690.171324979,3671579.829105779
3235,2,-2670349.623832605,-4469690.627898742,3671578.9871503115
3236,0,-2670349.079249652,-4469690.171324979,3671579.829105779
3236,1,-2670349.6711051883,-4469690.016667353,3671579.5366615397
3236,2,-2670349.623832605,-4469690.627898742,3671578.9871503115
3237,0,-2670349.064774867,-4469691.528712779,3671578.301761682
3237,1,-2670348.654597597,-4469690.932679119,3671579.284350635
3237,2,-2670349.623832605,-4469690.627898742,3671578.9871503115
3238,0,-2670349.898094054,-4469690.718786343,3671578.6445253137
3238,1,-2670349.064774867,-4469691.528712779,3671578.301761682
3238,2,-2670349.623832605,-4469690.627898742,3671578.9871503115
3239,0,-2670347.277747203,-4469697.118019662,3671578.793987069
3239,1,-2670347.4646290177,-4469697.108815539,3671578.5664343643
3239,2,-2670348.6677544215,-4469699.447663637,3671580.2414810294
3240,0,-2670347.4646290177,-4469697.108815539,3671578.5664343643
3240,1,-2670349.1612761496,-4469698.915211281,3671580.286915998
3240,2,-2670348.6677544215,-4469699.447663637,3671580.2414810294
3241,0,-2670343.570387135,-4469699.986477433,3671583.3247960233
3241,1,-2670344.140144568,-4469699.09765561,3671583.8497500806
3241,2,-2670343.879775649,-4469700.026392474,3671583.173909926
3242,0,-2670344.140144568,-4469699.09765561,3671583.8497500806
3242,1,-2670344.4607755677,-4469699.560282862,3671583.23139139
3242,2,-2670343.879775649,-4469700.026392474,3671583.173909926
3243,0,-2670344.9164623003,-4469700.004503177,3671582.347678061
3243,1,-2670344.046425621,-4469700.557152644,3671582.377111605
3243,2,-2670343.879775649,-4469700.026392474,3671583.173909926
3244,0,-2670344.4607755677,-4469699.560282862,3671583.23139139
